NIM;KDMK_JUR;KDMK_PUS;NILAI;BOBOT;NM_MKULIAH;SKS;PRESTASI;SMT
17.E1.0020;UKS102;40990172;B;3;PANCASILA;2;6;
17.E1.0020;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0020;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
15.E1.0114;PBK101;40124380;BC;2,5;ENGLISH FOR PSYCHOLOGY 1;2;5;
15.E1.0114;PBK102;40124381;BC;2,5;PSIKOLOGI DASAR;4;10;
15.E1.0114;PBK103;40124382;BC;2,5;PSIKOLOGI KESEHATAN;2;5;
15.E1.0114;PBK104A;40144934;C;2;PSIKOLOGI SOSIAL;3;6;
15.E1.0114;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
15.E1.0114;PBK106;40124385;BC;2,5;BIOPSIKOLOGI;2;5;
15.E1.0114;PBK107;40124386;B;3;PSIKOLOGI KLINIS DASAR;2;6;
15.E1.0114;PBK201;40124387;BC;2,5;ENGLISH FOR PSYCHOLOGY 2;2;5;
15.E1.0114;PBK202A;40144935;BC;2,5;TES PSIKOLOGI 1;3;7,5;
15.E1.0114;PBK202B;40144936;B;3;TES PSIKOLOGI 2;3;9;
15.E1.0114;PBK203A;40144937;A;4;PSIKOLOGI PENDIDIKAN;3;12;
15.E1.0114;PBK203B;40144938;BC;2,5;PSIKOLOGI BELAJAR;2;5;
15.E1.0114;PBK204;40124390;BC;2,5;PENULISAN ILMIAH;2;5;
15.E1.0114;PBK205;40124391;B;3;ETIKA PSIKOLOGI;2;6;
15.E1.0114;PBK206A;40155147;B;3;ASESMEN;2;6;
15.E1.0114;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
15.E1.0114;PBK302;40124394;B;3;DASAR KONSELING;4;12;
15.E1.0114;PBK303A;40144939;BC;2,5;TEORI MODIFIKASI PERILAKU;3;7,5;
15.E1.0114;PBK303B;40144940;B;3;MODIFIKASI PERILAKU TERAPAN;3;9;
15.E1.0114;PBK304A;40144941;B;3;METODE PENGUMPULAN DATA KUANTITATIF;3;9;
15.E1.0114;PBK304B;40144942;BC;2,5;METODE PENGUMPULAN DATA KUALITATIF;3;7,5;
15.E1.0114;PBK401A;40144943;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;12;
15.E1.0114;PBK401B;40144944;BC;2,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;7,5;
15.E1.0114;PBK402A;40144945;C;2;PSIKOLOGI ORANG SAKIT;2;4;
15.E1.0114;PBK402B;40144946;BC;2,5;PENDAMPINGAN ORANG SAKIT;3;7,5;
15.E1.0114;PBK403A;40144947;BC;2,5;METODOLOGI PENELITIAN KUANTITATIF;4;10;
15.E1.0114;PBK403B;40144948;C;2;STATISTIKA;4;8;
15.E1.0114;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
15.E1.0114;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
15.E1.0114;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
15.E1.0114;PBK502A;40144951;AB;3,5;PSIKOLOGI KELOMPOK;2;7;
15.E1.0114;PBK502B;40144952;BC;2,5;DINAMIKA KELOMPOK;4;10;
15.E1.0114;PBK503A;40144953;AB;3,5;TEORI RANCANGAN PELATIHAN;2;7;
15.E1.0114;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
15.E1.0114;PBK601A;40144955;BC;2,5;TEORI KEPRIBADIAN;3;7,5;
15.E1.0114;PBK601B;40144956;BC;2,5;TEKNIK PENGEMBANGAN PRIBADI;4;10;
15.E1.0114;PBK602A;40144957;AB;3,5;SEKSUALITAS MANUSIA;3;10,5;
15.E1.0114;PBK602B;40144958;BC;2,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;5;
15.E1.0114;PBK603A;40144959;BC;2,5;PSIKOLOGI PERDAMAIAN;2;5;
15.E1.0114;PBK603B;40144960;C;2;INTERVENSI TRAUMA;3;6;
15.E1.0114;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
15.E1.0114;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
15.E1.0114;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
15.E1.0114;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
15.E1.0114;PBK702B;40144965;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;6;
15.E1.0114;PBK702C;40144966;BC;2,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;7,5;
15.E1.0114;PBK703;40124408;B;3;SKRIPSI;5;15;
15.E1.0114;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
15.E1.0114;UKS102;40990172;AB;3,5;PANCASILA;2;7;
15.E1.0114;UKS103;40990154;BC;2,5;KEWARGANEGARAAN;2;5;
15.E1.0114;UKS410;40990183;B;3;KULIAH KERJA NYATA;2;6;
17.E1.0222;PBK101;40124380;B;3;ENGLISH FOR PSYCHOLOGY 1;2;6;
17.E1.0222;PBK102;40124381;B;3;PSIKOLOGI DASAR;4;12;
17.E1.0222;PBK103;40124382;BC;2,5;PSIKOLOGI KESEHATAN;2;5;
17.E1.0222;PBK104A;40144934;BC;2,5;PSIKOLOGI SOSIAL;3;7,5;
17.E1.0222;PBK105;40124384;C;2;PERKEMBANGAN MANUSIA;3;6;
17.E1.0222;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
17.E1.0222;PBK107;40124386;BC;2,5;PSIKOLOGI KLINIS DASAR;2;5;
17.E1.0222;PBK201;40124387;AB;3,5;ENGLISH FOR PSYCHOLOGY 2;2;7;
17.E1.0222;PBK202A;40144935;B;3;TES PSIKOLOGI 1;3;9;
17.E1.0222;PBK202B;40144936;B;3;TES PSIKOLOGI 2;3;9;
17.E1.0222;PBK203A;40144937;B;3;PSIKOLOGI PENDIDIKAN;3;9;
17.E1.0222;PBK203B;40144938;B;3;PSIKOLOGI BELAJAR;2;6;
17.E1.0222;PBK204;40124390;AB;3,5;PENULISAN ILMIAH;2;7;
17.E1.0222;PBK205;40124391;AB;3,5;ETIKA PSIKOLOGI;2;7;
17.E1.0222;PBK206A;40155147;B;3;ASESMEN;2;6;
17.E1.0222;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0222;PBK302;40124394;B;3;DASAR KONSELING;4;12;
17.E1.0222;PBK303A;40144939;B;3;TEORI MODIFIKASI PERILAKU;3;9;
17.E1.0222;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
17.E1.0222;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
17.E1.0222;PBK304B;40144942;AB;3,5;METODE PENGUMPULAN DATA KUALITATIF;3;10,5;
17.E1.0222;PBK401A;40144943;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;10,5;
17.E1.0222;PBK401B;40144944;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;12;
17.E1.0222;PBK402A;40144945;AB;3,5;PSIKOLOGI ORANG SAKIT;2;7;
17.E1.0222;PBK402B;40144946;BC;2,5;PENDAMPINGAN ORANG SAKIT;3;7,5;
17.E1.0222;PBK403A;40144947;BC;2,5;METODOLOGI PENELITIAN KUANTITATIF;4;10;
17.E1.0222;PBK403B;40144948;A;4;STATISTIKA;4;16;
17.E1.0222;PBK404;40134504;AB;3,5;METODOLOGI PENELITIAN KUALITATIF;2;7;
17.E1.0222;PBK501A;40144949;B;3;PSIKOLOGI ABNORMAL;3;9;
17.E1.0222;PBK501B;40144950;BC;2,5;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;12,5;
17.E1.0222;PBK502A;40144951;AB;3,5;PSIKOLOGI KELOMPOK;2;7;
17.E1.0222;PBK502B;40144952;AB;3,5;DINAMIKA KELOMPOK;4;14;
17.E1.0222;PBK503A;40144953;B;3;TEORI RANCANGAN PELATIHAN;2;6;
17.E1.0222;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
17.E1.0222;PBK601A;40144955;AB;3,5;TEORI KEPRIBADIAN;3;10,5;
17.E1.0222;PBK601B;40144956;A;4;TEKNIK PENGEMBANGAN PRIBADI;4;16;
17.E1.0222;PBK602A;40144957;BC;2,5;SEKSUALITAS MANUSIA;3;7,5;
17.E1.0222;PBK602B;40144958;BC;2,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;5;
17.E1.0222;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
17.E1.0222;PBK603B;40144960;B;3;INTERVENSI TRAUMA;3;9;
17.E1.0222;PBK603C;40144961;BC;2,5;TRANSFORMASI KONFLIK;3;7,5;
17.E1.0222;PBK701A;40144962;A;4;TEORI PEMBERDAYAAN MASYARAKAT;2;8;
17.E1.0222;PBK701B;40144963;B;3;PEMBERDAYAAN MASYARAKAT;3;9;
17.E1.0222;PBK702A;40144964;B;3;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;9;
17.E1.0222;PBK702B;40144965;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;6;
17.E1.0222;PBK702C;40144966;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;9;
17.E1.0222;PBK703;40124408;B;3;SKRIPSI;5;15;
17.E1.0222;PBK706;40185266;B;3;PSIKOLOGI KELUARGA;2;6;
17.E1.0222;PBK711;40185271;B;3;ETNOPSIKOLOGI;2;6;
17.E1.0222;UKS101;40032231;B;3;RELIGIOSITAS;2;6;
17.E1.0222;UKS102;40990172;B;3;PANCASILA;2;6;
17.E1.0222;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0222;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
15.E1.0248;PBK101;40124380;B;3;ENGLISH FOR PSYCHOLOGY 1;2;6;
15.E1.0248;PBK102;40124381;AB;3,5;PSIKOLOGI DASAR;4;14;
15.E1.0248;PBK103;40124382;AB;3,5;PSIKOLOGI KESEHATAN;2;7;
15.E1.0248;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
15.E1.0248;PBK105;40124384;A;4;PERKEMBANGAN MANUSIA;3;12;
15.E1.0248;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
15.E1.0248;PBK107;40124386;B;3;PSIKOLOGI KLINIS DASAR;2;6;
15.E1.0248;PBK201;40124387;A;4;ENGLISH FOR PSYCHOLOGY 2;2;8;
15.E1.0248;PBK202A;40144935;AB;3,5;TES PSIKOLOGI 1;3;10,5;
15.E1.0248;PBK202B;40144936;BC;2,5;TES PSIKOLOGI 2;3;7,5;
15.E1.0248;PBK203A;40144937;AB;3,5;PSIKOLOGI PENDIDIKAN;3;10,5;
15.E1.0248;PBK203B;40144938;A;4;PSIKOLOGI BELAJAR;2;8;
15.E1.0248;PBK204;40124390;BC;2,5;PENULISAN ILMIAH;2;5;
15.E1.0248;PBK205;40124391;B;3;ETIKA PSIKOLOGI;2;6;
15.E1.0248;PBK206A;40155147;AB;3,5;ASESMEN;2;7;
15.E1.0248;PBK301;40124393;A;4;EVALUASI PEMBELAJARAN;4;16;
15.E1.0248;PBK302;40124394;A;4;DASAR KONSELING;4;16;
15.E1.0248;PBK303A;40144939;BC;2,5;TEORI MODIFIKASI PERILAKU;3;7,5;
15.E1.0248;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
15.E1.0248;PBK304A;40144941;B;3;METODE PENGUMPULAN DATA KUANTITATIF;3;9;
15.E1.0248;PBK304B;40144942;AB;3,5;METODE PENGUMPULAN DATA KUALITATIF;3;10,5;
15.E1.0248;PBK401A;40144943;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;9;
15.E1.0248;PBK401B;40144944;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;12;
15.E1.0248;PBK402A;40144945;B;3;PSIKOLOGI ORANG SAKIT;2;6;
15.E1.0248;PBK402B;40144946;AB;3,5;PENDAMPINGAN ORANG SAKIT;3;10,5;
15.E1.0248;PBK403A;40144947;AB;3,5;METODOLOGI PENELITIAN KUANTITATIF;4;14;
15.E1.0248;PBK403B;40144948;A;4;STATISTIKA;4;16;
15.E1.0248;PBK404;40134504;B;3;METODOLOGI PENELITIAN KUALITATIF;2;6;
15.E1.0248;PBK501A;40144949;B;3;PSIKOLOGI ABNORMAL;3;9;
15.E1.0248;PBK501B;40144950;AB;3,5;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;17,5;
15.E1.0248;PBK502A;40144951;BC;2,5;PSIKOLOGI KELOMPOK;2;5;
15.E1.0248;PBK502B;40144952;AB;3,5;DINAMIKA KELOMPOK;4;14;
15.E1.0248;PBK503A;40144953;B;3;TEORI RANCANGAN PELATIHAN;2;6;
15.E1.0248;PBK503B;40144954;BC;2,5;PRAKTEK RANCANGAN PELATIHAN;4;10;
15.E1.0248;PBK601A;40144955;AB;3,5;TEORI KEPRIBADIAN;3;10,5;
15.E1.0248;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
15.E1.0248;PBK602A;40144957;B;3;SEKSUALITAS MANUSIA;3;9;
15.E1.0248;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
15.E1.0248;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
15.E1.0248;PBK603B;40144960;B;3;INTERVENSI TRAUMA;3;9;
15.E1.0248;PBK603C;40144961;AB;3,5;TRANSFORMASI KONFLIK;3;10,5;
15.E1.0248;PBK701A;40144962;A;4;TEORI PEMBERDAYAAN MASYARAKAT;2;8;
15.E1.0248;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
15.E1.0248;PBK702A;40144964;B;3;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;9;
15.E1.0248;PBK702B;40144965;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;7;
15.E1.0248;PBK702C;40144966;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;9;
15.E1.0248;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
15.E1.0248;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
15.E1.0248;UKS102;40990172;A;4;PANCASILA;2;8;
15.E1.0248;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
15.E1.0248;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
15.E1.0280;PBK101;40124380;AB;3,5;ENGLISH FOR PSYCHOLOGY 1;2;7;
15.E1.0280;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
15.E1.0280;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
15.E1.0280;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
15.E1.0280;PBK105;40124384;AB;3,5;PERKEMBANGAN MANUSIA;3;10,5;
15.E1.0280;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
15.E1.0280;PBK107;40124386;A;4;PSIKOLOGI KLINIS DASAR;2;8;
15.E1.0280;PBK201;40124387;A;4;ENGLISH FOR PSYCHOLOGY 2;2;8;
15.E1.0280;PBK202A;40144935;AB;3,5;TES PSIKOLOGI 1;3;10,5;
15.E1.0280;PBK202B;40144936;B;3;TES PSIKOLOGI 2;3;9;
15.E1.0280;PBK203A;40144937;A;4;PSIKOLOGI PENDIDIKAN;3;12;
15.E1.0280;PBK203B;40144938;B;3;PSIKOLOGI BELAJAR;2;6;
15.E1.0280;PBK204;40124390;AB;3,5;PENULISAN ILMIAH;2;7;
15.E1.0280;PBK205;40124391;A;4;ETIKA PSIKOLOGI;2;8;
15.E1.0280;PBK206A;40155147;A;4;ASESMEN;2;8;
15.E1.0280;PBK301;40124393;A;4;EVALUASI PEMBELAJARAN;4;16;
15.E1.0280;PBK302;40124394;A;4;DASAR KONSELING;4;16;
15.E1.0280;PBK303A;40144939;A;4;TEORI MODIFIKASI PERILAKU;3;12;
15.E1.0280;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
15.E1.0280;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
15.E1.0280;PBK304B;40144942;A;4;METODE PENGUMPULAN DATA KUALITATIF;3;12;
15.E1.0280;PBK401A;40144943;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;10,5;
15.E1.0280;PBK401B;40144944;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;12;
15.E1.0280;PBK402A;40144945;AB;3,5;PSIKOLOGI ORANG SAKIT;2;7;
15.E1.0280;PBK402B;40144946;A;4;PENDAMPINGAN ORANG SAKIT;3;12;
15.E1.0280;PBK403A;40144947;B;3;METODOLOGI PENELITIAN KUANTITATIF;4;12;
15.E1.0280;PBK403B;40144948;B;3;STATISTIKA;4;12;
15.E1.0280;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
15.E1.0280;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
15.E1.0280;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
15.E1.0280;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
15.E1.0280;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
15.E1.0280;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
15.E1.0280;PBK503B;40144954;A;4;PRAKTEK RANCANGAN PELATIHAN;4;16;
15.E1.0280;PBK601A;40144955;A;4;TEORI KEPRIBADIAN;3;12;
15.E1.0280;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
15.E1.0280;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
15.E1.0280;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
15.E1.0280;PBK603A;40144959;AB;3,5;PSIKOLOGI PERDAMAIAN;2;7;
15.E1.0280;PBK603B;40144960;A;4;INTERVENSI TRAUMA;3;12;
15.E1.0280;PBK603C;40144961;A;4;TRANSFORMASI KONFLIK;3;12;
15.E1.0280;PBK701A;40144962;C;2;TEORI PEMBERDAYAAN MASYARAKAT;2;4;
15.E1.0280;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
15.E1.0280;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
15.E1.0280;PBK702B;40144965;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;8;
15.E1.0280;PBK702C;40144966;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;9;
15.E1.0280;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
15.E1.0280;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
15.E1.0280;UKS102;40990172;A;4;PANCASILA;2;8;
15.E1.0280;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
15.E1.0280;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
16.E1.0243;PBK101;40124380;A;4;ENGLISH FOR PSYCHOLOGY 1;2;8;
16.E1.0243;PBK102;40124381;AB;3,5;PSIKOLOGI DASAR;4;14;
16.E1.0243;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
16.E1.0243;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
16.E1.0243;PBK105;40124384;AB;3,5;PERKEMBANGAN MANUSIA;3;10,5;
16.E1.0243;PBK106;40124385;AB;3,5;BIOPSIKOLOGI;2;7;
16.E1.0243;PBK107;40124386;B;3;PSIKOLOGI KLINIS DASAR;2;6;
16.E1.0243;PBK201;40124387;B;3;ENGLISH FOR PSYCHOLOGY 2;2;6;
16.E1.0243;PBK202A;40144935;BC;2,5;TES PSIKOLOGI 1;3;7,5;
16.E1.0243;PBK202B;40144936;AB;3,5;TES PSIKOLOGI 2;3;10,5;
16.E1.0243;PBK203A;40144937;AB;3,5;PSIKOLOGI PENDIDIKAN;3;10,5;
16.E1.0243;PBK203B;40144938;BC;2,5;PSIKOLOGI BELAJAR;2;5;
16.E1.0243;PBK204;40124390;B;3;PENULISAN ILMIAH;2;6;
16.E1.0243;PBK205;40124391;BC;2,5;ETIKA PSIKOLOGI;2;5;
16.E1.0243;PBK206A;40155147;AB;3,5;ASESMEN;2;7;
16.E1.0243;PBK301;40124393;BC;2,5;EVALUASI PEMBELAJARAN;4;10;
16.E1.0243;PBK302;40124394;B;3;DASAR KONSELING;4;12;
16.E1.0243;PBK303A;40144939;BC;2,5;TEORI MODIFIKASI PERILAKU;3;7,5;
16.E1.0243;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
16.E1.0243;PBK304A;40144941;C;2;METODE PENGUMPULAN DATA KUANTITATIF;3;6;
16.E1.0243;PBK304B;40144942;B;3;METODE PENGUMPULAN DATA KUALITATIF;3;9;
16.E1.0243;PBK401A;40144943;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;10,5;
16.E1.0243;PBK401B;40144944;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;12;
16.E1.0243;PBK402A;40144945;B;3;PSIKOLOGI ORANG SAKIT;2;6;
16.E1.0243;PBK402B;40144946;A;4;PENDAMPINGAN ORANG SAKIT;3;12;
16.E1.0243;PBK403A;40144947;AB;3,5;METODOLOGI PENELITIAN KUANTITATIF;4;14;
16.E1.0243;PBK403B;40144948;C;2;STATISTIKA;4;8;
16.E1.0243;PBK404;40134504;B;3;METODOLOGI PENELITIAN KUALITATIF;2;6;
16.E1.0243;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
16.E1.0243;PBK501B;40144950;AB;3,5;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;17,5;
16.E1.0243;PBK502A;40144951;AB;3,5;PSIKOLOGI KELOMPOK;2;7;
16.E1.0243;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
16.E1.0243;PBK503A;40144953;AB;3,5;TEORI RANCANGAN PELATIHAN;2;7;
16.E1.0243;PBK503B;40144954;B;3;PRAKTEK RANCANGAN PELATIHAN;4;12;
16.E1.0243;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
16.E1.0243;PBK601B;40144956;B;3;TEKNIK PENGEMBANGAN PRIBADI;4;12;
16.E1.0243;PBK602A;40144957;AB;3,5;SEKSUALITAS MANUSIA;3;10,5;
16.E1.0243;PBK602B;40144958;B;3;PSIKOLOGI KESEHATAN REPRODUKSI;2;6;
16.E1.0243;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
16.E1.0243;PBK603B;40144960;AB;3,5;INTERVENSI TRAUMA;3;10,5;
16.E1.0243;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
16.E1.0243;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
16.E1.0243;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
16.E1.0243;PBK702A;40144964;B;3;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;9;
16.E1.0243;PBK702B;40144965;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;7;
16.E1.0243;PBK702C;40144966;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;12;
16.E1.0243;PBK703;40124408;B;3;SKRIPSI;5;15;
16.E1.0243;UKS.101;40990197;A;4;PENDIDIKAN AGAMA;2;8;
16.E1.0243;UKS.102;40032230;B;3;PENDIDIKAN PANCASILA;2;6;
16.E1.0243;UKS103;40990154;AB;3,5;KEWARGANEGARAAN;2;7;
16.E1.0243;UKS410;40990183;AB;3,5;KULIAH KERJA NYATA;2;7;
18.E1.0282;PBK101;40124380;A;4;ENGLISH FOR PSYCHOLOGY 1;2;8;
18.E1.0282;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
18.E1.0282;PBK103;40124382;BC;2,5;PSIKOLOGI KESEHATAN;2;5;
18.E1.0282;PBK104A;40144934;A;4;PSIKOLOGI SOSIAL;3;12;
18.E1.0282;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
18.E1.0282;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
18.E1.0282;PBK107;40124386;AB;3,5;PSIKOLOGI KLINIS DASAR;2;7;
18.E1.0282;PBK201;40124387;A;4;ENGLISH FOR PSYCHOLOGY 2;2;8;
18.E1.0282;PBK202A;40144935;B;3;TES PSIKOLOGI 1;3;9;
18.E1.0282;PBK202B;40144936;A;4;TES PSIKOLOGI 2;3;12;
18.E1.0282;PBK203A;40144937;AB;3,5;PSIKOLOGI PENDIDIKAN;3;10,5;
18.E1.0282;PBK203B;40144938;B;3;PSIKOLOGI BELAJAR;2;6;
18.E1.0282;PBK204;40124390;AB;3,5;PENULISAN ILMIAH;2;7;
18.E1.0282;PBK205;40124391;A;4;ETIKA PSIKOLOGI;2;8;
18.E1.0282;PBK206A;40155147;A;4;ASESMEN;2;8;
18.E1.0282;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
18.E1.0282;PBK302;40124394;AB;3,5;DASAR KONSELING;4;14;
18.E1.0282;PBK303A;40144939;AB;3,5;TEORI MODIFIKASI PERILAKU;3;10,5;
18.E1.0282;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
18.E1.0282;PBK304A;40144941;AB;3,5;METODE PENGUMPULAN DATA KUANTITATIF;3;10,5;
18.E1.0282;PBK304B;40144942;A;4;METODE PENGUMPULAN DATA KUALITATIF;3;12;
18.E1.0282;PBK401A;40144943;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;10,5;
18.E1.0282;PBK401B;40144944;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;10,5;
18.E1.0282;PBK402A;40144945;AB;3,5;PSIKOLOGI ORANG SAKIT;2;7;
18.E1.0282;PBK402B;40144946;AB;3,5;PENDAMPINGAN ORANG SAKIT;3;10,5;
18.E1.0282;PBK403A;40144947;A;4;METODOLOGI PENELITIAN KUANTITATIF;4;16;
18.E1.0282;PBK403B;40144948;B;3;STATISTIKA;4;12;
18.E1.0282;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
18.E1.0282;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
18.E1.0282;PBK501B;40144950;AB;3,5;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;17,5;
18.E1.0282;PBK502A;40144951;A;4;PSIKOLOGI KELOMPOK;2;8;
18.E1.0282;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
18.E1.0282;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
18.E1.0282;PBK503B;40144954;A;4;PRAKTEK RANCANGAN PELATIHAN;4;16;
18.E1.0282;PBK601A;40144955;AB;3,5;TEORI KEPRIBADIAN;3;10,5;
18.E1.0282;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
18.E1.0282;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
